web-scraper-order,web-scraper-start-url,products,products-href,product_name,general_description,product_brand,product_description,product_specs
"1718376124-1","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","491-0530: 2.9 m3 (3.8 yd3), ISO Coupler, Welded-On Teeth","https://parts.cat.com/en/catcorp/491-0530","491-0530: 2.9 m3 (3.8 yd3), ISO Coupler, Welded-On Teeth","Performance Series Flat Floor, General Purpose Buckets utilize a long flat floor that delivers improved results when back dragging and grading.","Brand: Cat","Cat® Flat Floor Buckets are Performance Series, General Purpose Buckets that incorporate a specially designed long floor and a rear cutting edge to provide optimum results and productivity when performing light grading or back-dragging—while retaining all the premium loading-characteristic of the Performance Series.","[{""product_specs"":""Width: 2738 mm""},{""product_specs"":""Height: 1430 mm""},{""product_specs"":""Weight: 1206 kg""},{""product_specs"":""Length: 1581 mm""},{""product_specs"":""Capacity: 2.9 m³""},{""product_specs"":""Base Edge Thickness: 32 mm""},{""product_specs"":""Interface Type: ISO Coupler""}]"
"1718376126-2","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","491-0525: 2.5 m3 (3.3 yd3), Fusion™ Coupler, Bolt-On Cutting Edge","https://parts.cat.com/en/catcorp/491-0525","491-0525: 2.5 m3 (3.3 yd3), Fusion™ Coupler, Bolt-On Cutting Edge","Performance Series Flat Floor, General Purpose Buckets utilize a long flat floor that delivers improved results when back dragging and grading.","Brand: Cat","Cat® Flat Floor Buckets are Performance Series, General Purpose Buckets that incorporate a specially designed long floor and a rear cutting edge to provide optimum results and productivity when performing light grading or back-dragging—while retaining all the premium loading-characteristic of the Performance Series.","[{""product_specs"":""Width: 2727 mm""},{""product_specs"":""Height: 1358 mm""},{""product_specs"":""Weight: 1205 kg""},{""product_specs"":""Length: 1344 mm""},{""product_specs"":""Capacity: 2.5 m³""},{""product_specs"":""Base Edge Thickness: 25 mm""},{""product_specs"":""Cutting Edge Thickness: 25 mm""},{""product_specs"":""Interface Type: Fusion™ Coupler""}]"
"1718376129-3","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","491-0520: 2.5 m3 (3.3 yd3), ISO Coupler, Welded-On Teeth","https://parts.cat.com/en/catcorp/491-0520","491-0520: 2.5 m3 (3.3 yd3), ISO Coupler, Welded-On Teeth","Performance Series Flat Floor, General Purpose Buckets utilize a long flat floor that delivers improved results when back dragging and grading.","Brand: Cat","Cat® Flat Floor Buckets are Performance Series, General Purpose Buckets that incorporate a specially designed long floor and a rear cutting edge to provide optimum results and productivity when performing light grading or back-dragging—while retaining all the premium loading-characteristic of the Performance Series.","[{""product_specs"":""Width: 2738 mm""},{""product_specs"":""Height: 1350 mm""},{""product_specs"":""Weight: 1119 kg""},{""product_specs"":""Length: 1470 mm""},{""product_specs"":""Capacity: 2.5 m³""},{""product_specs"":""Base Edge Thickness: 32 mm""},{""product_specs"":""Interface Type: ISO Coupler""}]"
"1718376131-4","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","491-0515: 2.3 m3 (3.0 yd3), Fusion™ Coupler, Bolt-On Cutting Edge","https://parts.cat.com/en/catcorp/491-0515","491-0515: 2.3 m3 (3.0 yd3), Fusion™ Coupler, Bolt-On Cutting Edge","Performance Series Flat Floor, General Purpose Buckets utilize a long flat floor that delivers improved results when back dragging and grading.","Brand: Cat","Cat® Flat Floor Buckets are Performance Series, General Purpose Buckets that incorporate a specially designed long floor and a rear cutting edge to provide optimum results and productivity when performing light grading or back-dragging—while retaining all the premium loading-characteristic of the Performance Series.","[{""product_specs"":""Width: 2532 mm""},{""product_specs"":""Height: 1358 mm""},{""product_specs"":""Weight: 1090 kg""},{""product_specs"":""Length: 1343 mm""},{""product_specs"":""Capacity: 2.3 m³""},{""product_specs"":""Base Edge Thickness: 25 mm""},{""product_specs"":""Cutting Edge Thickness: 25 mm""},{""product_specs"":""Interface Type: Fusion™ Coupler""}]"
"1718376134-5","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","491-0510: 2.3 m3 (3.0 yd3), ISO Coupler, Welded-On Teeth","https://parts.cat.com/en/catcorp/491-0510","491-0510: 2.3 m3 (3.0 yd3), ISO Coupler, Welded-On Teeth","Performance Series Flat Floor, General Purpose Buckets utilize a long flat floor that delivers improved results when back dragging and grading.","Brand: Cat","Cat® Flat Floor Buckets are Performance Series, General Purpose Buckets that incorporate a specially designed long floor and a rear cutting edge to provide optimum results and productivity when performing light grading or back-dragging—while retaining all the premium loading-characteristic of the Performance Series.","[{""product_specs"":""Width: 2539 mm""},{""product_specs"":""Height: 1349 mm""},{""product_specs"":""Weight: 1025 kg""},{""product_specs"":""Length: 1471 mm""},{""product_specs"":""Capacity: 2.3 m³""},{""product_specs"":""Base Edge Thickness: 32 mm""},{""product_specs"":""Interface Type: ISO Coupler""}]"
"1718376136-6","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","490-3070: 2.9 m3 (3.8 yd3), Pin On, Welded-On Teeth","https://parts.cat.com/en/catcorp/490-3070","490-3070: 2.9 m3 (3.8 yd3), Pin On, Welded-On Teeth","Performance Series Flat Floor, General Purpose Buckets utilize a long flat floor that delivers improved results when back dragging and grading.","Brand: Cat","Cat® Flat Floor Buckets are Performance Series, General Purpose Buckets that incorporate a specially designed long floor and a rear cutting edge to provide optimum results and productivity when performing light grading or back-dragging—while retaining all the premium loading-characteristic of the Performance Series.","[{""product_specs"":""Width: 2727 mm""},{""product_specs"":""Height: 1439 mm""},{""product_specs"":""Weight: 1317 kg""},{""product_specs"":""Length: 1486 mm""},{""product_specs"":""Capacity: 2.9 m³""},{""product_specs"":""Base Edge Thickness: 25 mm""},{""product_specs"":""Cutting Edge Thickness: 25 mm""},{""product_specs"":""Interface Type: Pin On""}]"
"1718376138-7","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","490-3060: 2.5 m3 (3.3 yd3), Pin On, Bolt-On Cutting Edge","https://parts.cat.com/en/catcorp/490-3060","490-3060: 2.5 m3 (3.3 yd3), Pin On, Bolt-On Cutting Edge","Performance Series Flat Floor, General Purpose Buckets utilize a long flat floor that delivers improved results when back dragging and grading.","Brand: Cat","Cat® Flat Floor Buckets are Performance Series, General Purpose Buckets that incorporate a specially designed long floor and a rear cutting edge to provide optimum results and productivity when performing light grading or back-dragging—while retaining all the premium loading-characteristic of the Performance Series.","[{""product_specs"":""Width: 2727 mm""},{""product_specs"":""Height: 1358 mm""},{""product_specs"":""Weight: 1230 kg""},{""product_specs"":""Length: 1375 mm""},{""product_specs"":""Capacity: 2.5 m³""},{""product_specs"":""Base Edge Thickness: 25 mm""},{""product_specs"":""Cutting Edge Thickness: 25 mm""},{""product_specs"":""Interface Type: Pin On""}]"
"1718376140-8","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","490-3050: 2.3 m3 (3.0 yd3), Pin On, Bolt-On Cutting Edge","https://parts.cat.com/en/catcorp/490-3050","490-3050: 2.3 m3 (3.0 yd3), Pin On, Bolt-On Cutting Edge","Performance Series Flat Floor, General Purpose Buckets utilize a long flat floor that delivers improved results when back dragging and grading.","Brand: Cat","Cat® Flat Floor Buckets are Performance Series, General Purpose Buckets that incorporate a specially designed long floor and a rear cutting edge to provide optimum results and productivity when performing light grading or back-dragging—while retaining all the premium loading-characteristic of the Performance Series.","[{""product_specs"":""Width: 2532 mm""},{""product_specs"":""Height: 1349 mm""},{""product_specs"":""Weight: 1025 kg""},{""product_specs"":""Length: 1471 mm""},{""product_specs"":""Capacity: 2.3 m³""},{""product_specs"":""Base Edge Thickness: 25 mm""},{""product_specs"":""Cutting Edge Thickness: 25 mm""},{""product_specs"":""Interface Type: Pin On""}]"
"1718376143-9","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","489-2200: MB250","https://parts.cat.com/en/catcorp/489-2200","489-2200: MB250","Utilizing a paddle auger and hydraulically controlled chute door to mixing material in a variety of applications.","Brand: Cat","Cat® Mixing Buckets for Cat Skid Steer Loaders and Compact Track Loaders are designed for material mixing in a variety of applications.  Utilizing a chain driven auger equipped with replaceable paddles the Cat Mixing Buckets ensure complete and repeatable mixing. Work can be completed in difficult to access areas, improving productivity and saving on transportation costs. Available with rigid and flexible chutes, the mixing buckets provide different methods to distribute material around job sites. The hydraulically controlled chute door opens a path for material to exit the bucket and is operated from the cab eliminating the need to exit the cab to open the bucket. The Cat Mixing Buckets are excellent for sidewalks, driveways, finish work, fence posts, footings and floors of small buildings.","[{""product_specs"":""Capacity: 0.25 m³""},{""product_specs"":""Width: 1390 mm""},{""product_specs"":""Required Hydraulics: Standard Flow""},{""product_specs"":""Auger Speed Range: 10-30 rpm""},{""product_specs"":""Drive Method: Chain""},{""product_specs"":""Height: 877 mm""},{""product_specs"":""Length: 814 mm""},{""product_specs"":""Optimal Hydraulic Flow: 60-70 lpm (16-18 gpm)""},{""product_specs"":""Optimal Hydraulic Pressure: 140-200 bar (2031-2901 psi)""},{""product_specs"":""Weight: 430 kg""},{""product_specs"":""Auger Diameter: 508 mm""},{""product_specs"":""Number of Auger Paddles: 11""},{""product_specs"":""Interface Type: Skid Steer Coupler""},{""product_specs"":""Overall Width: 1605 mm""}]"
"1718376145-10","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","489-2150: MB200","https://parts.cat.com/en/catcorp/489-2150","489-2150: MB200","Utilizing a paddle auger and hydraulically controlled chute door to mixing material in a variety of applications.","Brand: Cat","Cat® Mixing Buckets for Cat Skid Steer Loaders and Compact Track Loaders are designed for material mixing in a variety of applications.  Utilizing a chain driven auger equipped with replaceable paddles the Cat Mixing Buckets ensure complete and repeatable mixing. Work can be completed in difficult to access areas, improving productivity and saving on transportation costs. Available with rigid and flexible chutes, the mixing buckets provide different methods to distribute material around job sites. The hydraulically controlled chute door opens a path for material to exit the bucket and is operated from the cab eliminating the need to exit the cab to open the bucket. The Cat Mixing Buckets are excellent for sidewalks, driveways, finish work, fence posts, footings and floors of small buildings.","[{""product_specs"":""Capacity: 0.2 m³""},{""product_specs"":""Width: 1386 mm""},{""product_specs"":""Required Hydraulics: Standard Flow""},{""product_specs"":""Auger Speed Range: 10-30 rpm""},{""product_specs"":""Drive Method: Chain""},{""product_specs"":""Height: 731 mm""},{""product_specs"":""Length: 694 mm""},{""product_specs"":""Optimal Hydraulic Flow: 60-70 lpm (16-18 gpm)""},{""product_specs"":""Optimal Hydraulic Pressure: 140-200 bar (2031-2901 psi)""},{""product_specs"":""Weight: 290 kg""},{""product_specs"":""Auger Diameter: 406 mm""},{""product_specs"":""Number of Auger Paddles: 12""},{""product_specs"":""Interface Type: Skid Steer Coupler""},{""product_specs"":""Overall Width: 1602 mm""}]"
"1718376148-11","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","489-2002: BB124","https://parts.cat.com/en/catcorp/489-2002","489-2002: BB124","Cat® Box Blades are designed for grading and leveling. Each model is designed to operate both manually and automatically with the use of Laser or GPS grading systems.","Brand: Cat","Cat® Box Blades are designed for grading and leveling of large commercial properties, housing pads, roadways, and parking lots and can operate both manually and automatically with the use of Laser or GPS grading systems. Developed to integrate with AccuGrade® electronic components it can achieve high levels of grading accuracy while increasing productivity and reducing operating costs. Designs for athletic fields, concrete prep, grading in buildings and tighter spaces, parking lots, back-filling can all be achieved with the Box Blade Attachment.","[{""product_specs"":""Overall Width: 2526 mm""},{""product_specs"":""Working Width: 2436 mm""},{""product_specs"":""Optimal Hydraulic Flow: 30-85 L/min (8-22 gpm)""},{""product_specs"":""Requires Full Work Tool Control with Both Joysticks: Yes""},{""product_specs"":""Optimal Hydraulic Pressure: 140-170 bar (2031-2466 psi)""},{""product_specs"":""Overall Length: 2062 mm""},{""product_specs"":""Overall Height: 2694 mm""},{""product_specs"":""Weight: 975""},{""product_specs"":""Tilt Angle Range +/-: 15 degrees""},{""product_specs"":""Raise: 127 mm""},{""product_specs"":""Lower: 102 mm""},{""product_specs"":""Interface Type: Skid Steer Coupler""}]"
"1718376151-12","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","489-2001: BB121","https://parts.cat.com/en/catcorp/489-2001","489-2001: BB121","Cat® Box Blades are designed for grading and leveling. Each model is designed to operate both manually and automatically with the use of Laser or GPS grading systems.","Brand: Cat","Cat® Box Blades are designed for grading and leveling of large commercial properties, housing pads, roadways, and parking lots and can operate both manually and automatically with the use of Laser or GPS grading systems. Developed to integrate with AccuGrade® electronic components it can achieve high levels of grading accuracy while increasing productivity and reducing operating costs. Designs for athletic fields, concrete prep, grading in buildings and tighter spaces, parking lots, back-filling can all be achieved with the Box Blade Attachment.","[{""product_specs"":""Overall Width: 2221 mm""},{""product_specs"":""Working Width: 2131 mm""},{""product_specs"":""Optimal Hydraulic Flow: 30-85 L/min (8-22 gpm)""},{""product_specs"":""Requires Full Work Tool Control with Both Joysticks: Yes""},{""product_specs"":""Optimal Hydraulic Pressure: 140-170 bar (2031-2466 psi)""},{""product_specs"":""Overall Length: 2062 mm""},{""product_specs"":""Overall Height: 2694 mm""},{""product_specs"":""Weight: 907""},{""product_specs"":""Tilt Angle Range +/-: 15 degrees""},{""product_specs"":""Raise: 127 mm""},{""product_specs"":""Lower: 102 mm""},{""product_specs"":""Interface Type: Skid Steer Coupler""}]"
"1718376153-13","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","489-0075: 2133 mm (84 in)","https://parts.cat.com/en/catcorp/489-0075","489-0075: 2133 mm (84 in)","Cat® Bales Grabs safely grab, carry and place square or round baled material.","Brand: Cat","Cat® Bale Grabs for Skid Steer Loaders, Multi Terrain Loaders, Compact Track Loaders and Compact Wheel Loaders are designed for grasping and carrying baled material. Bales of wheat, hay and other materials are easily transported for livestock feed, bedding, to and from bale wrapper, and movement to storage. The Bale Grab firmly grasps baled materials but due to the rounded arm design no damage will take place to the bale. Offering the ability to pick up bales sitting flat or on their side the Bale Grab increases machine versatility to manipulate round or square bales in any position.","[{""product_specs"":""Overall Width: 1401 mm""},{""product_specs"":""Overall Height: 873 mm""},{""product_specs"":""Maximum Opening Width: 2133 mm""},{""product_specs"":""Capacity: 1091 kg""},{""product_specs"":""Overall Depth: 1631 mm""},{""product_specs"":""Weight: 263 kg""},{""product_specs"":""Working Pressure: 21000 kPa""},{""product_specs"":""Internal Width, Arms Closed: 918 mm""},{""product_specs"":""Required Hydraulics: Standard Flow""}]"
"1718376156-14","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","488-7007: 1.8 m3 (2.4 yd3), ISO Coupler, Weld-On Teeth","https://parts.cat.com/en/catcorp/488-7007","488-7007: 1.8 m3 (2.4 yd3), ISO Coupler, Weld-On Teeth","Performance Series Flat Floor, General Purpose Buckets utilize a long flat floor that delivers improved results when back dragging and grading.","Brand: Cat","Cat® Flat Floor Buckets are Performance Series, General Purpose Buckets that incorporate a specially designed long floor and a rear cutting edge to provide optimum results and productivity when performing light grading or back-dragging—while retaining all the premium loading-characteristic of the Performance Series.","[{""product_specs"":""Width: 2434 mm""},{""product_specs"":""Weight: 675.9 kg""},{""product_specs"":""Height: 1152 mm""},{""product_specs"":""Length: 1253 mm""},{""product_specs"":""Capacity: 1.8 m³""},{""product_specs"":""Base Edge Thickness: 19 mm""},{""product_specs"":""Number of Teeth: 8""},{""product_specs"":""Interface Type: ISO Coupler""}]"
"1718376158-15","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","488-7006: 1.6 m3 (2.1 yd3), ISO Coupler, Weld-On Teeth","https://parts.cat.com/en/catcorp/488-7006","488-7006: 1.6 m3 (2.1 yd3), ISO Coupler, Weld-On Teeth","Performance Series Flat Floor, General Purpose Buckets utilize a long flat floor that delivers improved results when back dragging and grading.","Brand: Cat","Cat® Flat Floor Buckets are Performance Series, General Purpose Buckets that incorporate a specially designed long floor and a rear cutting edge to provide optimum results and productivity when performing light grading or back-dragging—while retaining all the premium loading-characteristic of the Performance Series.","[{""product_specs"":""Width: 2434 mm""},{""product_specs"":""Weight: 625 kg""},{""product_specs"":""Height: 1023 mm""},{""product_specs"":""Length: 1181 mm""},{""product_specs"":""Capacity: 1.6 m³""},{""product_specs"":""Base Edge Thickness: 19 mm""},{""product_specs"":""Number of Teeth: 8""},{""product_specs"":""Interface Type: ISO Coupler""}]"
"1718376161-16","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","488-7005: 1.5 m3 (2.0 yd3), ISO Coupler, Weld-On Teeth","https://parts.cat.com/en/catcorp/488-7005","488-7005: 1.5 m3 (2.0 yd3), ISO Coupler, Weld-On Teeth","Performance Series Flat Floor, General Purpose Buckets utilize a long flat floor that delivers improved results when back dragging and grading.","Brand: Cat","Cat® Flat Floor Buckets are Performance Series, General Purpose Buckets that incorporate a specially designed long floor and a rear cutting edge to provide optimum results and productivity when performing light grading or back-dragging—while retaining all the premium loading-characteristic of the Performance Series.","[{""product_specs"":""Width: 2434 mm""},{""product_specs"":""Weight: 675.9 kg""},{""product_specs"":""Height: 1073 mm""},{""product_specs"":""Length: 1146 mm""},{""product_specs"":""Capacity: 1.5 m³""},{""product_specs"":""Base Edge Thickness: 19 mm""},{""product_specs"":""Number of Teeth: 8""},{""product_specs"":""Interface Type: ISO Coupler""}]"
"1718376163-17","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","487-8494: BA25 Hydraulic","https://parts.cat.com/en/catcorp/487-8494","487-8494: BA25 Hydraulic","Used for clearing parking lots, industrial plants, mill yards, airport runways, streets, driveways and lanes.","Brand: Cat","Hydraulic and Manual Cat® Angle Brooms for Skid Steer Loaders, Compact Track Loaders, Backhoe Loaders, Compact Wheel Loaders and Small Wheel Loaders are ideal for clearing parking lots, industrial plants, mill yards, airport runways, streets, driveways and lanes.","[{""product_specs"":""Overall Width: 2700 mm""},{""product_specs"":""Sweeping Width: 2500 mm""},{""product_specs"":""Brush Diameter: 700 mm""},{""product_specs"":""Required Hydraulics: Standard Flow""},{""product_specs"":""Height: 1300 mm""},{""product_specs"":""Length: 1550 mm""},{""product_specs"":""Weight: 466 kg""},{""product_specs"":""Optimal Hydraulic Flow: 40-150 L/min 11-40 gpm)""},{""product_specs"":""Optimal Hydraulic Pressure: 150-205 bar (2176-2973 psi)""},{""product_specs"":""Motor Displacement: 195 cm³/rev""},{""product_specs"":""Brush Speed at Maximum Flow: 380 rpm""},{""product_specs"":""Sweeping Width - Angled (± 30 Degrees): 2165 mm""},{""product_specs"":""Overall Width - Angled (± 30 Degrees): 2434 mm""},{""product_specs"":""Drive Method: Direct Drive""},{""product_specs"":""Interface Type: Tool Interface""}]"
"1718376165-18","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","487-8493: BA25 Hydraulic","https://parts.cat.com/en/catcorp/487-8493","487-8493: BA25 Hydraulic","Used for clearing parking lots, industrial plants, mill yards, airport runways, streets, driveways and lanes.","Brand: Cat","Hydraulic and Manual Cat® Angle Brooms for Skid Steer Loaders, Compact Track Loaders, Backhoe Loaders, Compact Wheel Loaders and Small Wheel Loaders are ideal for clearing parking lots, industrial plants, mill yards, airport runways, streets, driveways and lanes.","[{""product_specs"":""Overall Width: 2700 mm""},{""product_specs"":""Sweeping Width: 2500 mm""},{""product_specs"":""Brush Diameter: 700 mm""},{""product_specs"":""Required Hydraulics: Standard Flow""},{""product_specs"":""Height: 1300 mm""},{""product_specs"":""Length: 1550 mm""},{""product_specs"":""Weight: 466 kg""},{""product_specs"":""Optimal Hydraulic Flow: 40-150 L/min 11-40 gpm)""},{""product_specs"":""Optimal Hydraulic Pressure: 150-205 bar (2176-2973 psi)""},{""product_specs"":""Motor Displacement: 195 cm³/rev""},{""product_specs"":""Brush Speed at Maximum Flow: 380 rpm""},{""product_specs"":""Sweeping Width - Angled (± 30 Degrees): 2165 mm""},{""product_specs"":""Overall Width - Angled (± 30 Degrees): 2434 mm""},{""product_specs"":""Drive Method: Direct Drive""},{""product_specs"":""Interface Type: Tool Interface""}]"
"1718376168-19","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","487-8492: BA25 Manual","https://parts.cat.com/en/catcorp/487-8492","487-8492: BA25 Manual","Used for clearing parking lots, industrial plants, mill yards, airport runways, streets, driveways and lanes.","Brand: Cat","Hydraulic and Manual Cat® Angle Brooms for Skid Steer Loaders, Compact Track Loaders, Backhoe Loaders, Compact Wheel Loaders and Small Wheel Loaders are ideal for clearing parking lots, industrial plants, mill yards, airport runways, streets, driveways and lanes.","[{""product_specs"":""Overall Width: 2700 mm""},{""product_specs"":""Sweeping Width: 2500 mm""},{""product_specs"":""Brush Diameter: 700 mm""},{""product_specs"":""Required Hydraulics: Standard Flow""},{""product_specs"":""Height: 1300 mm""},{""product_specs"":""Length: 1550 mm""},{""product_specs"":""Weight: 466 kg""},{""product_specs"":""Optimal Hydraulic Flow: 40-150 L/min 11-40 gpm)""},{""product_specs"":""Optimal Hydraulic Pressure: 150-205 bar (2176-2973 psi)""},{""product_specs"":""Motor Displacement: 195 cm³/rev""},{""product_specs"":""Brush Speed at Maximum Flow: 380 rpm""},{""product_specs"":""Sweeping Width - Angled (± 30 Degrees): 2165 mm""},{""product_specs"":""Overall Width - Angled (± 30 Degrees): 2434 mm""},{""product_specs"":""Drive Method: Direct Drive""},{""product_specs"":""Interface Type: Tool Interface""}]"
"1718376170-20","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","487-6056: 415-430 Backhoe Loaders, Deere","https://parts.cat.com/en/catcorp/487-6056","487-6056: 415-430 Backhoe Loaders, Deere","Increase machine versatility, reduce costs, and improve overall production with Cat® Pin Puller Couplers for Backhoe Loaders.","Brand: Cat","Cat® Pin Puller Couplers for Backhoe Loaders allows attachments to be changed quickly and easily by hand, by simply removing and replacing one pin - simple but secure. Pin Puller Couplers offer a cost effective solution for switching out attachments on your Backhoe Loader is not equipped with auxiliary hydraulics.","[{""product_specs"":""Weight: 96 kg""},{""product_specs"":""Width: 340 mm""},{""product_specs"":""Length: 642 mm""},{""product_specs"":""Overall Height: 346 mm""},{""product_specs"":""Interface Type: Pin On""}]"
"1718376173-21","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","485-5306: 10 Ton Mini Excavators Hydraulic","https://parts.cat.com/en/catcorp/485-5306","485-5306: 10 Ton Mini Excavators Hydraulic","Increase machine versatility and improve overall production.","Brand: Cat","Cat® Dual Lock™ Pin Grabber Couplers allow work tools to be changed quickly - improving overall production and increasing machine versatility.","[{""product_specs"":""Weight: 153 kg""},{""product_specs"":""Width: 379 mm""},{""product_specs"":""Length: 775 mm""},{""product_specs"":""Overall Height: 348 mm""},{""product_specs"":""Interface Type: Pin On""},{""product_specs"":""Required Hydraulics: Dedicated Factory Installed""}]"
"1718376175-22","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","485-5305: 8 Ton Mini Excavators Tilting Dual Lock Pin Grabber","https://parts.cat.com/en/catcorp/485-5305","485-5305: 8 Ton Mini Excavators Tilting Dual Lock Pin Grabber","Provides increased productivity and cost saving benefits to customers. Operators have the ability to tilt compatible work tools for more efficient jobsite versatility and productivity.","Brand: Cat","Cat® Tilting Dual Lock Pin Grabber Couplers - Mini Excavator allow work tools to be changed quickly - improving overall production and increasing machine versatility. The Tilting Dual Lock Coupler maintains a tight fit with an innovative wedge design throughout the life of the coupler. It can be used with compatible pin-on work tools and in front shovel mode with buckets. The Tilting Dual Lock Coupler also comes with a visible locking mechanism for added security.","[{""product_specs"":""Weight: 203.3 kg""},{""product_specs"":""Overall Width: 370 mm""},{""product_specs"":""Length: 622 mm""},{""product_specs"":""Overall Height: 601 mm""},{""product_specs"":""Drive Method: Helical Rotary Actuator""},{""product_specs"":""Hydraulic Flow: 19-26.5 lpm (5-7 gpm)""},{""product_specs"":""Hydraulic Pressure - Actuator: 207 bar""},{""product_specs"":""Interface Type: Pin On""},{""product_specs"":""Required Hydraulics: Dedicated Factory Installed""},{""product_specs"":""Tilt Angle Range +/-: 180 degrees""}]"
"1718376177-23","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","485-5304: 5 Ton Mini Excavators Tilting Dual Lock Pin Grabber","https://parts.cat.com/en/catcorp/485-5304","485-5304: 5 Ton Mini Excavators Tilting Dual Lock Pin Grabber","Provides increased productivity and cost saving benefits to customers. Operators have the ability to tilt compatible work tools for more efficient jobsite versatility and productivity.","Brand: Cat","Cat® Tilting Dual Lock Pin Grabber Couplers - Mini Excavator allow work tools to be changed quickly - improving overall production and increasing machine versatility. The Tilting Dual Lock Coupler maintains a tight fit with an innovative wedge design throughout the life of the coupler. It can be used with compatible pin-on work tools and in front shovel mode with buckets. The Tilting Dual Lock Coupler also comes with a visible locking mechanism for added security.","[{""product_specs"":""Weight: 116 kg""},{""product_specs"":""Overall Width: 298 mm""},{""product_specs"":""Length: 574 mm""},{""product_specs"":""Overall Height: 546 mm""},{""product_specs"":""Drive Method: Helical Rotary Actuator""},{""product_specs"":""Hydraulic Flow: 7.6-15.1 lpm (2-4 gpm)""},{""product_specs"":""Hydraulic Pressure - Actuator: 207 bar""},{""product_specs"":""Interface Type: Pin On""},{""product_specs"":""Required Hydraulics: Dedicated Factory Installed""},{""product_specs"":""Tilt Angle Range +/-: 180 degrees""}]"
"1718376180-24","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","485-5303: 415-444 Backhoe Loaders Hydraulic","https://parts.cat.com/en/catcorp/485-5303","485-5303: 415-444 Backhoe Loaders Hydraulic","Increase machine versatility and improve overall production.","Brand: Cat","Cat® Dual Lock™ Pin Grabber Couplers allow work tools to be changed quickly - improving overall production and increasing machine versatility.","[{""product_specs"":""Weight: 91 kg""},{""product_specs"":""Width: 359 mm""},{""product_specs"":""Length: 615 mm""},{""product_specs"":""Overall Height: 276 mm""},{""product_specs"":""Interface Type: Pin On""},{""product_specs"":""Required Hydraulics: Dedicated Factory Installed""}]"
"1718376182-25","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","485-5302: 8 Ton Mini Excavators Hydraulic","https://parts.cat.com/en/catcorp/485-5302","485-5302: 8 Ton Mini Excavators Hydraulic","Increase machine versatility and improve overall production.","Brand: Cat","Cat® Dual Lock™ Pin Grabber Couplers allow work tools to be changed quickly - improving overall production and increasing machine versatility.","[{""product_specs"":""Weight: 96 kg""},{""product_specs"":""Width: 370 mm""},{""product_specs"":""Length: 595 mm""},{""product_specs"":""Overall Height: 347 mm""},{""product_specs"":""Interface Type: Pin On""},{""product_specs"":""Required Hydraulics: Dedicated Factory Installed""}]"
"1718376184-26","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","485-5301: 5 Ton Mini Excavators Hydraulic","https://parts.cat.com/en/catcorp/485-5301","485-5301: 5 Ton Mini Excavators Hydraulic","Increase machine versatility and improve overall production.","Brand: Cat","Cat® Dual Lock™ Pin Grabber Couplers allow work tools to be changed quickly - improving overall production and increasing machine versatility.","[{""product_specs"":""Weight: 77 kg""},{""product_specs"":""Width: 272 mm""},{""product_specs"":""Length: 528 mm""},{""product_specs"":""Overall Height: 272 mm""},{""product_specs"":""Interface Type: Pin On""},{""product_specs"":""Required Hydraulics: Dedicated Factory Installed""}]"
"1718376187-27","https://parts.cat.com/en/catcorp/shop-by-attachment#sortBy=0","485-5300: 3-4 Ton Mini Excavators Hydraulic","https://parts.cat.com/en/catcorp/485-5300","485-5300: 3-4 Ton Mini Excavators Hydraulic","Increase machine versatility and improve overall production.","Brand: Cat","Cat® Dual Lock™ Pin Grabber Couplers allow work tools to be changed quickly - improving overall production and increasing machine versatility.","[{""product_specs"":""Weight: 41 kg""},{""product_specs"":""Width: 252 mm""},{""product_specs"":""Length: 423 mm""},{""product_specs"":""Overall Height: 266 mm""},{""product_specs"":""Interface Type: Pin On""},{""product_specs"":""Required Hydraulics: Dedicated Factory Installed""}]"
